1,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 155582583
2,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 188889871
3,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 144458977
4,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 199838994
