1,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 154521818
2,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 119831449
3,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 76689710
4,  SQL query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 65847646
